Longitude,Latitude
10.6994149,51.4822705
10.6992769,51.4821773
10.6986876,51.4817793
10.697961,51.4812576
10.6969749,51.4805225
10.6960309,51.4797504
10.6956154,51.4793934
10.695133,51.4789552
10.6942856,51.4781411
10.6934727,51.4773127
10.6926279,51.4763659
10.6921317,51.4757447
10.6915791,51.475022
10.691255,51.4745721
10.6909586,51.4741308
10.6905922,51.4735588
10.6902448,51.4729674
10.6899535,51.4724648
10.6896475,51.4718552
10.6893881,51.4713184
10.6891041,51.4706477
10.6887243,51.4696658
10.6884915,51.4688974
10.6882354,51.4680178
10.6878948,51.4665958
10.6874121,51.4646115
10.687024,51.4629702
10.6867119,51.4616621
10.6866469,51.4613992
