Longitude,Latitude
10.68683,51.4613827
10.6868911,51.4616421
10.6871958,51.4629479
10.6876077,51.464648
10.6880806,51.4665946
10.6884204,51.4679933
10.6886739,51.4689248
10.688944,51.469766
10.6892895,51.4706005
10.689376,51.4708095
10.6897083,51.4716292
10.6901074,51.4723978
10.6903905,51.4728935
10.6907512,51.4734949
10.6911252,51.4740884
10.6914409,51.4745554
10.6917425,51.4749702
10.6918193,51.4750757
10.6922919,51.4757015
10.6928417,51.4763721
10.6936295,51.4772568
10.694431,51.4780866
10.6952952,51.4789072
10.6957295,51.4793056
10.6961641,51.4796818
10.6971088,51.4804499
10.6981091,51.4811966
10.6988182,51.4817019
10.6994199,51.4821078
10.6995483,51.4821945
