Longitude,Latitude
11.9902336,52.3399735
11.990406,52.3400963
11.9906503,52.3401738
11.9909708,52.3402223
11.9912563,52.3402397
11.9919638,52.3403173
11.9923287,52.3403948
11.9930013,52.34061
11.9936168,52.3407844
11.9940832,52.3408775
11.9947305,52.3409918
11.9953206,52.3410771
11.995457,52.3410616
11.9955585,52.3410093
11.9956442,52.3408174
11.9957108,52.3406255
11.9958472,52.3404762
11.9959742,52.340294
11.9963549,52.3394818
11.9966595,52.3387471
11.9970529,52.3379135
11.9977065,52.3364034
11.9981919,52.3354069
11.9981807,52.3352249
