Longitude,Latitude
12.03789,52.3284556
12.0382032,52.328612
12.0383437,52.3286853
12.0387385,52.3288627
12.0392584,52.3291378
12.0395814,52.3292713
12.039724,52.3293415
12.0398521,52.3294524
12.0398993,52.3295075
12.04025,52.3296918
12.0409156,52.3300358
12.0413955,52.3302708
12.0417052,52.3304394
12.0419502,52.3305798
12.0422507,52.3307458
12.0424681,52.330848
12.0428157,52.3310034
12.043108,52.3311438
12.043432,52.331328
12.0437746,52.3315066
12.0441406,52.3317002
12.0442119,52.3317257
12.0443468,52.3317817
12.0445549,52.3318732
12.0448328,52.3320267
12.0450461,52.3321445
12.045321,52.3322786
12.045725,52.3324892
12.0463464,52.3328125
12.0469802,52.3331221
12.047136,52.3331785
12.0472755,52.3332361
12.047499,52.3333715
12.0478374,52.333577
12.0480692,52.3337299
12.0481929,52.333811
12.0483543,52.3338853
12.0486722,52.3340232
12.0490106,52.3341886
12.0498453,52.3345946
12.0504975,52.334948
12.0510102,52.3352187
12.052048,52.3357551
12.0529032,52.336195
12.0537995,52.3366461
12.0542425,52.3368842
12.0548967,52.3372138
12.0556351,52.337601
12.0564288,52.3379945
12.0569497,52.3382601
12.0576491,52.338621
12.0582459,52.3389205
12.0589514,52.3392664
12.0595052,52.3395521
12.060143,52.3398854
12.0606886,52.3401824
12.0611377,52.3404104
12.0623652,52.3410048
