Longitude,Latitude
12.1025911,52.3382654
12.1008084,52.3382213
12.0999474,52.3381291
12.0981046,52.3380829
12.0974708,52.3379573
12.0969819,52.3377862
12.0965803,52.337539
12.0962976,52.3372774
12.0960646,52.3369322
12.0961235,52.3354035
12.0961351,52.3338661
12.0961363,52.3337951
12.095304,52.3329097
12.0941659,52.3316113
12.0883076,52.3251381
12.0880514,52.3248565
12.0863122,52.3231593
