Longitude,Latitude
12.0601306,52.3818233
12.0600532,52.3817837
12.0599677,52.3817319
12.0539791,52.3780043
12.0510887,52.376241
12.0488047,52.3748688
12.0480376,52.3743547
12.0476809,52.3741205
12.04671,52.3735425
12.0455459,52.3728359
12.0453474,52.3727024
12.0449853,52.3724552
12.0446111,52.3722398
12.0442536,52.3720283
12.0434481,52.3715476
12.0427174,52.3711081
12.0408473,52.3699316
12.0393272,52.3689765
12.0382991,52.3682335
12.0380585,52.3681364
12.0379738,52.3681022
12.0369772,52.3674456
12.0345852,52.3657928
12.033237,52.3649247
12.0324607,52.3645692
12.0293763,52.363384
12.0277577,52.3627803
12.0270341,52.3625104
12.0256178,52.3619822
12.0248768,52.3617142
12.0247047,52.3616683
12.0227656,52.3611509
12.0189891,52.3601026
12.0163283,52.3594736
12.0148692,52.3590019
12.0130668,52.3584253
12.0118605,52.3578049
12.011436,52.3575866
12.0089469,52.3563809
12.0071397,52.3558742
12.005971,52.3559619
