Longitude,Latitude
12.0279376,52.3341727
12.0286054,52.3347735
12.0290249,52.3351293
12.0299645,52.3357051
12.0309892,52.3363869
12.0316597,52.3367736
12.0325695,52.3374888
12.032628,52.3374687
12.0360068,52.3395584
12.0363214,52.3397432
12.0371153,52.3402709
12.0379414,52.3408838
12.038553,52.3411984
12.0393255,52.3414803
12.0401516,52.3415819
12.0411976,52.3417359
12.042233,52.3420505
12.0429357,52.3422898
12.0436695,52.3423979
12.0443948,52.3425225
12.0451351,52.342942
12.0457198,52.3433156
12.0462456,52.3435679
12.0470395,52.3438891
12.0480158,52.3442463
12.0491638,52.3447936
12.0501401,52.3452131
12.0510843,52.3454195
12.0526024,52.3457341
12.053568,52.3458816
12.0545336,52.3458062
12.0556333,52.3455834
12.0564701,52.34539
12.0574035,52.345059
12.0583451,52.3455532
12.0588895,52.345839
12.0606371,52.3468178
12.0616632,52.34735
12.0617447,52.3473919
12.0617726,52.3474062
12.0623388,52.3476971
12.0632722,52.3479854
12.0643114,52.3484162
12.0649137,52.3485556
12.0658471,52.3485884
12.0661253,52.348617
12.0677569,52.348785
