Longitude,Latitude
12.0621755,52.3411777
12.0623652,52.3410048
12.0661551,52.3375482
12.0666907,52.3371795
12.0669727,52.3368208
12.0690347,52.3349508
12.0699401,52.3340613
12.073012,52.3312361
12.0746616,52.3297603
12.0759148,52.3285074
12.0760871,52.3283495
12.0781277,52.3264955
12.0814821,52.3234266
12.0816538,52.3232005
12.0817532,52.3229415
12.0820631,52.3221075
12.0829808,52.3192352
12.0831827,52.318854
12.0835758,52.3183735
12.0848997,52.3167928
12.0912738,52.3093104
12.0915574,52.3090682
12.0917294,52.3089899
12.0919101,52.3089303
12.0926942,52.3088051
12.0927914,52.308775
