Longitude,Latitude
12.083252,52.3605061
12.0831844,52.3603797
12.0831164,52.3602782
12.0830106,52.360229
12.0828193,52.3601798
12.0825801,52.3601229
12.0824265,52.3600507
12.0823534,52.3599722
12.0824063,52.3598046
12.082575,52.3594771
12.0827412,52.3591111
12.0828369,52.3588758
12.0830761,52.3584022
12.0833531,52.3578809
12.0834966,52.3575857
12.0835998,52.3573534
12.0836728,52.3571597
12.0838692,52.3567768
12.0840253,52.3564615
12.0842142,52.3560801
12.0843433,52.3558422
12.0844383,52.3556495
12.0845509,52.3554029
