Latitude,Longitude
34.6849473,37.603142
34.6851131,37.6033627
34.6854115,37.6035729
34.685637,37.6037095
34.6860747,37.6038408
34.6864262,37.604009
34.686592,37.6041508
34.6871292,37.6044188
34.6879502,37.605563
34.6882892,37.6058518
34.6885011,37.6065233
34.6884842,37.6068322
34.6879671,37.6078327
34.6877807,37.608155
34.6878061,37.608296
34.6879332,37.6083833
34.6882214,37.6083699
34.6886707,37.6082154
34.6889673,37.6082423
34.6893064,37.60839
34.6894674,37.6083967
34.689781,37.6083497
34.6898743,37.6084169
34.6898404,37.6085444
34.6893742,37.6092696
34.689247,37.6094039
34.6887639,37.6096591
34.6882892,37.6100015
34.6878146,37.6102701
34.6874925,37.6105051
34.6868907,37.6108073
34.6866364,37.6111363
34.6856701,37.6116668
34.6849157,37.6126672
34.68481,37.6127515
34.6846728,37.6128108
34.6846355,37.6128832
34.6846936,37.6129358
34.6852545,37.6130642
34.6856035,37.6131925
34.6858902,37.6135019
34.6861187,37.6138903
34.6862267,37.6142984
34.6863763,37.6148184
34.6864801,37.6149105
34.6865965,37.6149303
34.6868665,37.6149237
34.687066,37.6150454
34.6872571,37.6153021
34.6876352,37.6161052
34.6879551,37.6168423
34.6881213,37.6174808
34.6882376,37.6178823
34.688329,37.6181061
34.6884079,37.6182048
34.6886157,37.6184286
34.6886531,37.6186688
34.6885949,37.6189551
34.6886738,37.6193138
34.688786,37.6194224
34.6889356,37.6194488
34.6892264,37.6194257
34.6893635,37.6194883
34.6897042,37.6199391
34.6898039,37.6202024
34.6898829,37.6204525
34.6899618,37.6207125
34.690074,37.6209132
34.6901571,37.621002
34.690477,37.6212456
34.6906598,37.6215352
34.6907429,37.6218247
34.6909963,37.6220617
34.691229,37.6221703
34.6914907,37.6222558
34.6917483,37.6223776
34.6919644,37.6224039
34.692276,37.6224467
34.6924671,37.6225454
34.6930363,37.622993
34.6933437,37.6231443
34.6939919,37.6233813
34.694237,37.6235622
34.6946566,37.623944
34.6949475,37.6240756
34.6952009,37.6241315
34.6959197,37.6241677
34.696306,37.6242105
34.6969293,37.6244639
34.6969708,37.6245494
