Latitude,Longitude
34.7179874,37.6598656
34.717391,37.6600693
34.7172247,37.6600956
34.7170335,37.6600726
34.7168299,37.6600232
34.7163228,37.6598982
34.7161316,37.6598982
34.7158115,37.6599081
34.7155289,37.6598949
34.7153626,37.6598883
34.7152255,37.6598653
34.7148597,37.659737
34.7147018,37.659737
34.7142404,37.6597995
34.7140284,37.6598126
34.7138538,37.6598422
34.7136793,37.6598883
34.713168,37.6602108
34.7130309,37.6602568
34.7129883,37.6602648
34.7126111,37.6603358
34.7119627,37.6604905
34.7115761,37.6606089
34.7114348,37.6606978
