Latitude,Longitude
34.7406572,37.6062767
34.7400669,37.6076213
34.7386279,37.6108219
34.7374152,37.6136017
34.7370636,37.6144845
34.7366631,37.6154107
34.7363305,37.6161104
34.7360662,37.6167562
34.7355009,37.6183479
34.7349382,37.6203864
34.7346108,37.6214744
34.7344138,37.6222726
34.7341119,37.6236934
34.733656,37.6266026
34.7335013,37.6283475
34.7333358,37.6298142
34.7332502,37.6304317
