Longitude,Latitude
28.1773595,39.5034602
28.1772803,39.5025629
28.1771829,39.5019898
28.1769576,39.5014401
28.1765984,39.5008858
28.1765132,39.5006368
28.1765376,39.5004818
28.1766471,39.5003502
28.1769211,39.5001341
28.176982,39.4999744
28.1769942,39.4997677
28.1769759,39.4994107
28.1770551,39.4989597
28.1771586,39.4987436
28.1772681,39.4984711
28.1773595,39.4982315
28.1775665,39.4979637
28.1777491,39.4976254
28.1778039,39.4973201
28.1778526,39.4967939
28.1779439,39.4964885
28.1779511,39.4962423
28.1779146,39.4960192
28.1777424,39.4957336
28.1775961,39.4955011
28.1776133,39.495262
28.177702,39.4950879
28.1778199,39.4948568
28.1778027,39.4945911
28.1765029,39.4926979
28.1762016,39.492213
28.17615,39.4918078
28.1763824,39.4910837
28.1764598,39.4908247
28.1763652,39.490539
28.1761155,39.4902467
28.1756249,39.4898614
28.1751687,39.4896156
28.174196,39.4895226
28.1731544,39.4894429
28.1714673,39.4891706
28.1703913,39.4891506
28.1700794,39.4891111
28.1697888,39.4890443
28.1694133,39.4889434
28.1690485,39.4887388
28.1686698,39.4884598
28.1680758,39.4878486
28.1670601,39.4870647
28.166492,39.4863871
28.1659669,39.486035
28.1653385,39.4856032
28.1644003,39.4850983
28.1638924,39.4847063
28.1632124,39.4843409
28.1627045,39.4840486
28.1621364,39.4834174
28.161663,39.483072
28.1611379,39.4828328
28.1597434,39.4826401
28.1593303,39.4825006
28.1591064,39.4822216
28.1588913,39.4818628
28.1585039,39.4814443
28.1578755,39.4808995
28.1574045,39.4804918
28.1573074,39.4804078
28.1570922,39.4801022
28.1569975,39.4796903
28.1570492,39.4786272
28.1569889,39.4780691
28.1569287,39.477232
28.1567393,39.4766473
28.156636,39.4760825
28.1564294,39.4755643
28.1562228,39.475232
28.1557752,39.4747404
28.1556547,39.4744081
28.1556633,39.4741424
28.1559172,39.4738035
28.1561158,39.4734863
28.156198,39.4731004
28.156198,39.4724872
28.1563076,39.4715991
28.1563604,39.4713923
28.156516,39.4710983
28.1567788,39.4706966
28.1568056,39.4704564
