Longitude,Latitude
28.1565219,39.6052809
28.157234,39.6044518
28.1574675,39.6040272
28.1575422,39.6036674
28.1575515,39.6031421
28.1576262,39.6027535
28.1577757,39.6024081
28.1580839,39.6020554
28.1585229,39.6017172
28.1588031,39.601379
28.1589619,39.6010119
28.1591673,39.6002923
28.1593074,39.6000332
28.1595783,39.5998029
28.1603628,39.5993136
28.1606337,39.5991049
28.1608765,39.5988098
28.1611287,39.5984284
28.1612221,39.5980109
28.1612595,39.5974712
28.1611381,39.5968235
28.1611287,39.5964852
28.1617171,39.595125
28.1617452,39.5949091
28.161577,39.5941821
28.1614743,39.5934984
28.1613529,39.5933473
28.1596461,39.5925604
28.159214,39.5923612
28.1587844,39.5921381
28.1585042,39.5918646
28.1583361,39.5916631
28.1580932,39.5915407
28.157757,39.5913824
28.1575328,39.5911233
28.1574114,39.5908498
28.1573274,39.5904899
28.1579625,39.5887049
28.1579812,39.5885033
28.1576449,39.5881794
28.1575795,39.5879851
28.1577103,39.5877476
28.1580923,39.5873964
28.1585883,39.5870422
28.1589906,39.5869401
28.1606435,39.586678
28.1630794,39.5860198
28.1662428,39.584752
28.1678166,39.5839414
28.1681013,39.5837037
28.1683251,39.5834459
28.1688685,39.5828199
28.1691532,39.5826492
28.1696356,39.582442
28.1701813,39.5821189
28.1706005,39.5819665
28.170988,39.5818446
28.1714071,39.5815886
28.1716681,39.581296
28.1722929,39.5805768
28.1724985,39.5804244
28.1727516,39.5803025
28.1730758,39.5802233
28.1732815,39.5801196
28.1740881,39.5795284
28.1742068,39.5793882
28.1742384,39.5792297
28.174191,39.5790712
28.1740328,39.5788457
28.1739616,39.5786323
28.1739062,39.5782361
28.1737718,39.5779435
28.1737481,39.5777363
28.1737876,39.5776144
28.1739062,39.5775168
28.1740486,39.5773705
28.1741514,39.5771572
28.1742859,39.576889
28.1744519,39.5767244
28.1746576,39.5766513
28.1748948,39.5766391
28.1753219,39.5768036
28.175488,39.5768219
28.1757648,39.576761
28.1765873,39.5765293
28.1768562,39.5763587
28.1771013,39.5761026
28.1773307,39.5759259
28.1775917,39.5757308
28.1777656,39.5755235
28.1779713,39.575237
28.1782085,39.5750968
28.1798456,39.5742617
28.180415,39.5738837
28.1809291,39.5737009
28.1812059,39.5735363
28.1813799,39.5733656
28.1814906,39.5731644
28.181538,39.571933
28.1813087,39.570854
28.1805099,39.5696408
28.1799959,39.568958
28.1799405,39.568702
28.1798772,39.5677509
28.1799959,39.5674278
28.1802094,39.5669888
28.1802094,39.5667023
28.1802252,39.5663426
28.1803359,39.5659402
28.1803992,39.56555
28.1803676,39.5653306
28.180154,39.5649891
28.1794185,39.5636905
28.1787938,39.5631113
28.1784379,39.5626845
28.1780108,39.5623187
28.1775758,39.5618309
28.1769194,39.5608371
28.1765635,39.560014
28.1764133,39.5594835
28.1764686,39.5589714
28.1764449,39.5581421
28.176524,39.5579104
