Longitude,Latitude
28.1695039,39.5840694
28.1696381,39.5841038
28.1697722,39.584107
28.1699796,39.5840318
28.1705122,39.5838031
28.170996,39.5835618
28.1712277,39.5834929
28.171435,39.583449
28.1716058,39.5834584
28.1717521,39.5834835
28.1718822,39.5834709
28.1719798,39.5834271
28.1720367,39.5833738
28.172057,39.583308
28.1720408,39.5832234
28.1719717,39.5831012
28.171931,39.5829978
28.1719432,39.5829257
28.1720286,39.582838
28.1722278,39.5827127
28.1724636,39.5824558
28.1726872,39.5821926
28.1730693,39.5818667
28.173484,39.5816818
28.1736914,39.5815784
28.173854,39.5814594
28.1740247,39.5813215
28.1742483,39.5812181
28.1750736,39.5810019
28.1756956,39.5808108
28.1758542,39.5807293
28.1759436,39.5806259
28.1760046,39.5805068
28.1759924,39.5803721
28.1759152,39.5801527
28.1759192,39.580018
28.1760371,39.5798269
28.1764396,39.5794039
28.1766226,39.5793036
28.1767933,39.579266
28.1770047,39.5792629
28.1775779,39.5792409
28.1777893,39.5792096
28.1780739,39.5791438
28.1784805,39.5790529
28.1793383,39.5789401
28.1796432,39.578868
28.17994,39.5787615
28.1801189,39.5786456
28.180314,39.5784889
28.1804482,39.5784074
28.1807124,39.5783166
28.1820744,39.5780189
28.1823183,39.5779374
28.1825703,39.5778183
28.1828183,39.5777149
28.1830948,39.5776397
28.183359,39.5776335
28.1836965,39.5776648
28.18429,39.5777494
28.1850381,39.5778779
28.1852414,39.5778716
28.1853918,39.5778121
28.1855422,39.5776993
28.1858552,39.5774141
28.1859569,39.5772982
28.186026,39.577154
28.1861723,39.57706
28.1863553,39.5770036
28.1866805,39.5769911
28.1872334,39.5769848
28.1875546,39.5769503
28.1878676,39.5768971
28.1882742,39.5768469
28.1886238,39.576778
28.1888637,39.5766997
28.189132,39.5765775
28.1895089,39.5763971
28.1897703,39.5762829
28.1901606,39.5760416
28.1911038,39.5753428
28.1917054,39.5747913
28.1918437,39.5747255
28.1920266,39.574644
28.1921364,39.5745406
28.1922177,39.5744184
28.1922909,39.5742774
28.1923803,39.5741802
28.1925958,39.5739358
28.1927056,39.5737603
28.1926893,39.5736506
28.192612,39.5730333
28.1924738,39.5726823
28.1924616,39.5725758
28.1925063,39.5724692
28.1925917,39.5723564
28.1927299,39.5722436
28.1928072,39.5721308
28.1928641,39.5719866
28.192917,39.5718488
28.1930023,39.5717391
28.1935227,39.5713003
28.1935918,39.5712126
28.1936406,39.571059
28.1936935,39.5707864
28.1938601,39.5701283
28.1941732,39.5697585
28.1947505,39.5692539
28.194909,39.569069
28.1950676,39.5688434
28.1951611,39.568693
28.1952749,39.5686491
28.1955433,39.5685958
28.1956815,39.5685331
28.1958197,39.5684329
28.1960474,39.5683326
28.1961815,39.5682354
28.1962669,39.5681195
28.1963482,39.5677434
28.1963198,39.567571
28.1961571,39.5671291
28.1961368,39.566963
28.1961531,39.5668063
28.1961815,39.5666998
28.1961571,39.5666152
28.1960474,39.5664929
28.1958522,39.5663174
28.1956449,39.566098
28.1953766,39.5659382
28.1950676,39.5657752
28.1948359,39.5655559
28.1947098,39.5653584
28.1946692,39.5652111
28.1946692,39.5650575
28.1947627,39.5648758
28.1950351,39.5642771
28.195157,39.5640922
28.1953156,39.5639575
28.195836,39.56355
28.1959986,39.5633212
28.1960962,39.5631489
28.1961002,39.5630047
28.1960148,39.5627602
28.1958969,39.5625471
28.1955554,39.5621992
28.1951936,39.5618294
28.1949944,39.5616037
28.1948724,39.5614439
28.1947952,39.5613185
28.1944212,39.5605004
28.1943805,39.5603375
28.1943765,39.5601588
28.1944659,39.5598736
28.1946245,39.5597106
28.1952709,39.5591339
28.1954213,39.5589458
28.1956815,39.5585384
28.195836,39.5582375
28.1961002,39.5577203
28.1963604,39.5573567
28.1964986,39.5572344
28.1966816,39.5571655
28.1968686,39.557131
28.1971572,39.5571435
28.1980354,39.5572627
28.1982143,39.5572564
